Evans,Georgia,10654.0
Fannin,Georgia,26188.0
Fayette,Georgia,114421.0
Floyd,Georgia,98498.0
Forsyth,Georgia,244252.0
Franklin,Georgia,23349.0
Fulton,Georgia,1063937.0
Gilmer,Georgia,31369.0
Glascock,Georgia,2971.0
Glynn,Georgia,85292.0
Gordon,Georgia,57963.0
Grady,Georgia,24633.0
Greene,Georgia,18324.0
Gwinnett,Georgia,936250.0
Habersham,Georgia,45328.0
Hall,Georgia,204441.0
Hancock,Georgia,8457.0
Haralson,Georgia,29792.0
Harris,Georgia,35236.0
Hart,Georgia,26205.0
Heard,Georgia,11923.0
Henry,Georgia,234561.0
Houston,Georgia,157863.0
Irwin,Georgia,9416.0
Jackson,Georgia,72977.0
Jasper,Georgia,14219.0
Jeff Davis,Georgia,15115.0
Jefferson,Georgia,15362.0
Jenkins,Georgia,8676.0
Johnson,Georgia,9643.0
Jones,Georgia,28735.0
Lamar,Georgia,19077.0
Lanier,Georgia,10423.0
Laurens,Georgia,47546.0
Lee,Georgia,29992.0
Liberty,Georgia,61435.0
Lincoln,Georgia,7921.0
Long,Georgia,19559.0
Lowndes,Georgia,117406.0
Lumpkin,Georgia,33610.0
McDuffie,Georgia,21312.0
McIntosh,Georgia,14378.0
Macon,Georgia,12947.0
Madison,Georgia,29880.0
Marion,Georgia,8359.0
Meriwether,Georgia,21167.0
Miller,Georgia,5718.0
Mitchell,Georgia,21863.0
Monroe,Georgia,27578.0
Montgomery,Georgia,9172.0
Morgan,Georgia,19276.0
Murray,Georgia,40096.0
Muscogee,Georgia,195769.0
Newton,Georgia,111744.0
Oconee,Georgia,40280.0
Oglethorpe,Georgia,15259.0
Paulding,Georgia,168667.0
Peach,Georgia,27546.0
Pickens,Georgia,32591.0
Pierce,Georgia,19465.0
Pike,Georgia,18962.0
Polk,Georgia,42613.0
Pulaski,Georgia,11137.0
Putnam,Georgia,22119.0
Quitman,Georgia,2299.0
Rabun,Georgia,17137.0
Randolph,Georgia,6778.0
Richmond,Georgia,202518.0
Rockdale,Georgia,90896.0
Schley,Georgia,5257.0
Screven,Georgia,13966.0
Seminole,Georgia,8090.0
Spalding,Georgia,66703.0
Stephens,Georgia,25925.0
Stewart,Georgia,6621.0
Sumter,Georgia,29524.0
Talbot,Georgia,6195.0
Taliaferro,Georgia,1537.0
Tattnall,Georgia,25286.0
Taylor,Georgia,8020.0
Telfair,Georgia,15860.0
Terrell,Georgia,8531.0
Thomas,Georgia,44451.0
Tift,Georgia,40644.0
Toombs,Georgia,26830.0
Towns,Georgia,12037.0
Treutlen,Georgia,6901.0
Troup,Georgia,69922.0
Turner,Georgia,7985.0
Twiggs,Georgia,8120.0
Union,Georgia,24511.0
Upson,Georgia,26320.0
Walker,Georgia,69761.0
Walton,Georgia,94593.0
Ware,Georgia,35734.0
Warren,Georgia,5254.0
Washington,Georgia,20374.0
Wayne,Georgia,29927.0
Webster,Georgia,2607.0
Wheeler,Georgia,7855.0
White,Georgia,30798.0
Whitfield,Georgia,104628.0
Wilcox,Georgia,8635.0
Wilkes,Georgia,9777.0
Wilkinson,Georgia,8954.0
Worth,Georgia,20247.0
Hawaii,Hawaii,201513.0
Honolulu,Hawaii,974563.0
Kalawao,Hawaii,86.0
Kauai,Hawaii,72293.0
Maui,Hawaii,167417.0
Ada,Idaho,481587.0
Adams,Idaho,4294.0
Bannock,Idaho,87808.0
Bear Lake,Idaho,6125.0
Benewah,Idaho,9298.0
Bingham,Idaho,46811.0
Blaine,Idaho,23021.0
Boise,Idaho,7831.0
Bonner,Idaho,45739.0
Bonneville,Idaho,119062.0
Boundary,Idaho,12245.0
Butte,Idaho,2597.0
Camas,Idaho,1106.0
Canyon,Idaho,229849.0
Caribou,Idaho,7155.0
Cassia,Idaho,24030.0
Clark,Idaho,845.0
Clearwater,Idaho,8756.0
Custer,Idaho,4315.0
Elmore,Idaho,27511.0
Franklin,Idaho,13876.0
Fremont,Idaho,13099.0
Gem,Idaho,18112.0
Gooding,Idaho,15179.0
Idaho,Idaho,16667.0
Jefferson,Idaho,29871.0
Jerome,Idaho,24412.0
Kootenai,Idaho,165697.0
Latah,Idaho,40108.0
Lemhi,Idaho,8027.0
Lewis,Idaho,3838.0
Lincoln,Idaho,5366.0
Madison,Idaho,39907.0
Minidoka,Idaho,21039.0
Nez Perce,Idaho,40408.0
Oneida,Idaho,4531.0
Owyhee,Idaho,11823.0
Payette,Idaho,23951.0
Power,Idaho,7681.0
Shoshone,Idaho,12882.0
Teton,Idaho,12142.0
Twin Falls,Idaho,86878.0
Valley,Idaho,11392.0
Washington,Idaho,10194.0
Adams,Illinois,65435.0
Alexander,Illinois,5761.0
Bond,Illinois,16426.0
Boone,Illinois,53544.0
Brown,Illinois,6578.0
Bureau,Illinois,32628.0
Calhoun,Illinois,4739.0
Carroll,Illinois,14305.0
Cass,Illinois,12147.0
Champaign,Illinois,209689.0
Christian,Illinois,32304.0
Clark,Illinois,15441.0
Clay,Illinois,13184.0
Clinton,Illinois,37562.0
Coles,Illinois,50621.0
Cook,Illinois,5150233.0
Crawford,Illinois,18667.0
Cumberland,Illinois,10766.0
DeKalb,Illinois,104897.0
De Witt,Illinois,15638.0
Douglas,Illinois,19465.0
DuPage,Illinois,922921.0
Edgar,Illinois,17161.0
Edwards,Illinois,6395.0
Effingham,Illinois,34008.0
Fayette,Illinois,21336.0
Ford,Illinois,12961.0
Franklin,Illinois,38469.0
Fulton,Illinois,34340.0
Gallatin,Illinois,4828.0
Greene,Illinois,12969.0
Grundy,Illinois,51054.0
Hamilton,Illinois,8116.0
Hancock,Illinois,17708.0
Hardin,Illinois,3821.0
Henderson,Illinois,6646.0
Henry,Illinois,48913.0
Iroquois,Illinois,27114.0
Jackson,Illinois,56750.0
Jasper,Illinois,9610.0
Jefferson,Illinois,37684.0
Jersey,Illinois,21773.0
Jo Daviess,Illinois,21235.0
Johnson,Illinois,12417.0
Kane,Illinois,532403.0
Kankakee,Illinois,109862.0
Kendall,Illinois,128990.0
Knox,Illinois,49699.0
Lake,Illinois,696535.0
LaSalle,Illinois,108669.0
Lawrence,Illinois,15678.0
Lee,Illinois,34096.0
Livingston,Illinois,35648.0
Logan,Illinois,28618.0
McDonough,Illinois,29682.0
McHenry,Illinois,307774.0
McLean,Illinois,171517.0
Macon,Illinois,104009.0
Macoupin,Illinois,44926.0
Madison,Illinois,262966.0
Marion,Illinois,37205.0
Marshall,Illinois,11438.0
Mason,Illinois,13359.0
Massac,Illinois,13772.0
Menard,Illinois,12196.0
Mercer,Illinois,15437.0
Monroe,Illinois,34637.0
Montgomery,Illinois,28414.0
Morgan,Illinois,33658.0
Moultrie,Illinois,14501.0
Ogle,Illinois,50643.0
Peoria,Illinois,179179.0
Perry,Illinois,20916.0
Piatt,Illinois,16344.0
Pike,Illinois,15561.0
Pope,Illinois,4177.0
Pulaski,Illinois,5335.0
Putnam,Illinois,5739.0
Randolph,Illinois,31782.0
Richland,Illinois,15513.0
Rock Island,Illinois,141879.0
St. Clair,Illinois,259686.0
Saline,Illinois,23491.0
Sangamon,Illinois,194672.0
Schuyler,Illinois,6768.0
Scott,Illinois,4951.0
Shelby,Illinois,21634.0
Stark,Illinois,5342.0
Stephenson,Illinois,44498.0
Tazewell,Illinois,131803.0
Union,Illinois,16653.0
Vermilion,Illinois,75758.0
Wabash,Illinois,11520.0
Warren,Illinois,16844.0
Washington,Illinois,13887.0
Wayne,Illinois,16215.0
White,Illinois,13537.0
Whiteside,Illinois,55175.0
Will,Illinois,690743.0
Williamson,Illinois,66597.0
Winnebago,Illinois,282572.0
Woodford,Illinois,38459.0
Adams,Indiana,35777.0
Allen,Indiana,379299.0
Bartholomew,Indiana,83779.0
Benton,Indiana,8748.0
Blackford,Indiana,11758.0
Boone,Indiana,67843.0
Brown,Indiana,15092.0
Carroll,Indiana,20257.0
Cass,Indiana,37689.0
Clark,Indiana,118302.0
Clay,Indiana,26225.0
Clinton,Indiana,32399.0
Crawford,Indiana,10577.0
Daviess,Indiana,33351.0
Dearborn,Indiana,49458.0
Decatur,Indiana,26559.0
DeKalb,Indiana,43475.0
Delaware,Indiana,114135.0
Dubois,Indiana,42736.0
Elkhart,Indiana,206341.0
Fayette,Indiana,23102.0
Floyd,Indiana,78522.0
Fountain,Indiana,16346.0
Franklin,Indiana,22758.0
Fulton,Indiana,19974.0
Gibson,Indiana,33659.0
Grant,Indiana,65769.0
Greene,Indiana,31922.0
Hamilton,Indiana,338011.0
Hancock,Indiana,78168.0
Harrison,Indiana,40515.0
Hendricks,Indiana,170311.0
Henry,Indiana,47972.0
Howard,Indiana,82544.0
Huntington,Indiana,36520.0
Jackson,Indiana,44231.0
Jasper,Indiana,33562.0
Jay,Indiana,20436.0
Jefferson,Indiana,32308.0
Jennings,Indiana,27735.0
Johnson,Indiana,158167.0
Knox,Indiana,36594.0
Kosciusko,Indiana,79456.0
LaGrange,Indiana,39614.0
Lake,Indiana,485493.0
LaPorte,Indiana,109888.0
Lawrence,Indiana,45370.0
Madison,Indiana,129569.0
Marion,Indiana,964582.0
Marshall,Indiana,46258.0
Martin,Indiana,10255.0
Miami,Indiana,35516.0
Monroe,Indiana,148431.0
Montgomery,Indiana,38338.0
Morgan,Indiana,70489.0
Newton,Indiana,13984.0
Noble,Indiana,47744.0
Ohio,Indiana,5875.0
Orange,Indiana,19646.0
Owen,Indiana,20799.0
Parke,Indiana,16937.0
Perry,Indiana,19169.0
Pike,Indiana,12389.0
Porter,Indiana,170389.0
Posey,Indiana,25427.0
Pulaski,Indiana,12353.0
Putnam,Indiana,37576.0
Randolph,Indiana,24665.0
Ripley,Indiana,28324.0
Rush,Indiana,16581.0
St. Joseph,Indiana,271826.0
Scott,Indiana,23873.0
Shelby,Indiana,44729.0
Spencer,Indiana,20277.0
Starke,Indiana,22995.0
Steuben,Indiana,34594.0
Sullivan,Indiana,20669.0
Switzerland,Indiana,10751.0
Tippecanoe,Indiana,195732.0
Tipton,Indiana,15148.0
Union,Indiana,7054.0
Vanderburgh,Indiana,181451.0
Vermillion,Indiana,15498.0
Vigo,Indiana,107038.0
Wabash,Indiana,30996.0
Warren,Indiana,8265.0
Warrick,Indiana,62998.0
Washington,Indiana,28036.0
Wayne,Indiana,65884.0
Wells,Indiana,28296.0
White,Indiana,24102.0
Whitley,Indiana,33964.0
Adair,Iowa,7152.0
Adams,Iowa,3602.0
Allamakee,Iowa,13687.0
Appanoose,Iowa,12426.0
Audubon,Iowa,5496.0
Benton,Iowa,25645.0
Black Hawk,Iowa,131228.0
Boone,Iowa,26234.0
Bremer,Iowa,25062.0
Buchanan,Iowa,21175.0
Buena Vista,Iowa,19620.0
Butler,Iowa,14439.0
Calhoun,Iowa,9668.0
Carroll,Iowa,20165.0
Cass,Iowa,12836.0
Cedar,Iowa,18627.0
Cerro Gordo,Iowa,42450.0
Cherokee,Iowa,11235.0
Chickasaw,Iowa,11933.0
Clarke,Iowa,9395.0
Clay,Iowa,16016.0
Clayton,Iowa,17549.0
Clinton,Iowa,46429.0
Crawford,Iowa,16820.0
Dallas,Iowa,93453.0
Davis,Iowa,9000.0
Decatur,Iowa,7870.0
Delaware,Iowa,17011.0
Des Moines,Iowa,38967.0
Dickinson,Iowa,17258.0
Dubuque,Iowa,97311.0
Emmet,Iowa,9208.0
Fayette,Iowa,19650.0
Floyd,Iowa,15642.0
Franklin,Iowa,10070.0
Fremont,Iowa,6960.0
Greene,Iowa,8888.0
Grundy,Iowa,12232.0
Guthrie,Iowa,10689.0
Hamilton,Iowa,14773.0
Hancock,Iowa,10630.0
Hardin,Iowa,16846.0
Harrison,Iowa,14049.0
Henry,Iowa,19954.0
Howard,Iowa,9158.0
Humboldt,Iowa,9558.0
Ida,Iowa,6860.0
Iowa,Iowa,16184.0
Jackson,Iowa,19439.0
Jasper,Iowa,37185.0
Jefferson,Iowa,18295.0
Johnson,Iowa,151140.0
Jones,Iowa,20681.0
Keokuk,Iowa,10246.0
Kossuth,Iowa,14813.0
Lee,Iowa,33657.0
Linn,Iowa,226706.0
Louisa,Iowa,11035.0
Lucas,Iowa,8600.0
Lyon,Iowa,11755.0
Madison,Iowa,16338.0
Mahaska,Iowa,22095.0
Marion,Iowa,33253.0
Marshall,Iowa,39369.0
Mills,Iowa,15109.0
Mitchell,Iowa,10586.0
Monona,Iowa,8615.0
Monroe,Iowa,7707.0
Montgomery,Iowa,9917.0
Muscatine,Iowa,42664.0
O'Brien,Iowa,13753.0
Osceola,Iowa,5958.0
Page,Iowa,15107.0
Palo Alto,Iowa,8886.0
Plymouth,Iowa,25177.0
Pocahontas,Iowa,6619.0
Polk,Iowa,490161.0
Pottawattamie,Iowa,93206.0
Poweshiek,Iowa,18504.0
Ringgold,Iowa,4894.0
Sac,Iowa,9721.0
Scott,Iowa,172943.0
Shelby,Iowa,11454.0
Sioux,Iowa,34855.0
Story,Iowa,97117.0
Tama,Iowa,16854.0
Taylor,Iowa,6121.0
Union,Iowa,12241.0
Van Buren,Iowa,7044.0
Wapello,Iowa,34969.0
Warren,Iowa,51466.0
Washington,Iowa,21965.0
Wayne,Iowa,6441.0
Webster,Iowa,35904.0
Winnebago,Iowa,10354.0
Winneshiek,Iowa,19991.0
Woodbury,Iowa,103107.0
Worth,Iowa,7381.0
Wright,Iowa,12562.0
Allen,Kansas,12369.0
Anderson,Kansas,7858.0
Atchison,Kansas,16073.0
Barber,Kansas,4427.0
Barton,Kansas,25779.0
Bourbon,Kansas,14534.0
Brown,Kansas,9564.0
Butler,Kansas,66911.0
Chase,Kansas,2648.0
Chautauqua,Kansas,3250.0
Cherokee,Kansas,19939.0
Cheyenne,Kansas,2657.0
Clark,Kansas,1994.0
Clay,Kansas,8002.0
Cloud,Kansas,8786.0
Coffey,Kansas,8179.0
Comanche,Kansas,1700.0
Cowley,Kansas,34908.0
Crawford,Kansas,38818.0
Decatur,Kansas,2827.0
Dickinson,Kansas,18466.0
Doniphan,Kansas,7600.0
Douglas,Kansas,122259.0
Edwards,Kansas,2798.0
Elk,Kansas,2530.0
Ellis,Kansas,28553.0
Ellsworth,Kansas,6102.0
Finney,Kansas,36467.0
Ford,Kansas,33619.0
Franklin,Kansas,25544.0
Geary,Kansas,31670.0
Gove,Kansas,2636.0
Graham,Kansas,2482.0
Grant,Kansas,7150.0
Gray,Kansas,5988.0
Greeley,Kansas,1232.0
Greenwood,Kansas,5982.0
Hamilton,Kansas,2539.0
Harper,Kansas,5436.0
Harvey,Kansas,34429.0
Haskell,Kansas,3968.0
Hodgeman,Kansas,1794.0
Jackson,Kansas,13171.0
